Source,Target,Type,Weight
114,88,undirected,1
114,118,undirected,1
114,42,undirected,1
114,57,undirected,1
114,288,undirected,1
243,244,undirected,1
243,21,undirected,1
243,45,undirected,1
243,171,undirected,1
52,26,undirected,17
52,22,undirected,39
52,17,undirected,5
52,112,undirected,1
52,18,undirected,1
52,23,undirected,6
52,77,undirected,1
52,33,undirected,4
52,137,undirected,1
52,32,undirected,1
52,35,undirected,2
52,67,undirected,1
52,61,undirected,1
52,58,undirected,2
52,45,undirected,3
52,60,undirected,1
52,4,undirected,9
52,41,undirected,14
52,19,undirected,11
52,3,undirected,1
52,9,undirected,4
52,25,undirected,7
52,86,undirected,4
52,46,undirected,5
52,11,undirected,15
52,99,undirected,1
277,96,undirected,1
277,238,undirected,1
277,142,undirected,2
277,62,undirected,1
277,116,undirected,1
277,123,undirected,1
277,72,undirected,1
277,118,undirected,1
277,281,undirected,1
277,20,undirected,1
277,153,undirected,1
277,9,undirected,1
277,168,undirected,1
277,159,undirected,1
88,26,undirected,1
88,22,undirected,3
88,151,undirected,1
88,39,undirected,3
88,15,undirected,1
88,21,undirected,3
88,196,undirected,2
88,142,undirected,1
88,62,undirected,3
88,266,undirected,2
88,64,undirected,1
88,53,undirected,1
88,16,undirected,1
88,72,undirected,3
88,90,undirected,1
88,118,undirected,5
88,1,undirected,5
88,13,undirected,1
88,5,undirected,2
88,12,undirected,1
88,20,undirected,4
88,98,undirected,1
88,94,undirected,1
88,36,undirected,1
88,149,undirected,2
88,10,undirected,4
88,34,undirected,1
88,199,undirected,4
88,122,undirected,1
88,261,undirected,1
88,176,undirected,1
88,141,undirected,1
88,153,undirected,1
88,160,undirected,2
88,177,undirected,1
88,60,undirected,1
88,57,undirected,3
88,44,undirected,1
88,19,undirected,3
88,167,undirected,1
88,150,undirected,1
88,9,undirected,1
88,175,undirected,1
88,66,undirected,1
88,120,undirected,1
69,22,undirected,3
69,7,undirected,1
69,151,undirected,2
69,83,undirected,1
69,15,undirected,1
69,21,undirected,1
69,23,undirected,3
69,62,undirected,5
69,31,undirected,2
69,121,undirected,1
69,152,undirected,1
69,64,undirected,2
69,314,undirected,1
69,32,undirected,1
69,87,undirected,1
69,118,undirected,1
69,1,undirected,3
69,95,undirected,1
69,82,undirected,3
69,29,undirected,3
69,30,undirected,2
69,67,undirected,1
69,215,undirected,1
69,98,undirected,1
69,36,undirected,5
69,10,undirected,4
69,54,undirected,1
69,214,undirected,1
69,122,undirected,2
69,37,undirected,3
69,85,undirected,1
69,153,undirected,1
69,60,undirected,1
69,57,undirected,1
69,38,undirected,4
69,19,undirected,1
69,92,undirected,1
69,9,undirected,6
69,168,undirected,3
69,11,undirected,2
69,66,undirected,1
69,27,undirected,1
69,99,undirected,2
109,270,undirected,1
125,22,undirected,1
125,117,undirected,1
125,151,undirected,1
125,15,undirected,1
125,17,undirected,1
125,112,undirected,1
125,23,undirected,1
125,116,undirected,1
125,126,undirected,1
125,8,undirected,1
125,82,undirected,1
125,67,undirected,1
125,20,undirected,1
125,140,undirected,1
125,111,undirected,1
125,113,undirected,1
125,45,undirected,1
125,232,undirected,1
125,38,undirected,1
125,92,undirected,1
125,9,undirected,2
125,73,undirected,1
125,66,undirected,1
270,196,undirected,1
270,77,undirected,1
270,1,undirected,1
270,5,undirected,1
270,12,undirected,1
270,37,undirected,1
273,242,undirected,1
273,10,undirected,1
273,19,undirected,1
273,9,undirected,1
110,69,undirected,1
110,26,undirected,1
110,22,undirected,2
110,15,undirected,1
110,21,undirected,1
110,31,undirected,1
110,121,undirected,1
110,33,undirected,1
110,47,undirected,1
110,1,undirected,1
110,12,undirected,2
110,30,undirected,2
110,67,undirected,1
110,34,undirected,1
110,9,undirected,2
110,66,undirected,1
154,39,undirected,1
154,122,undirected,1
154,206,undirected,1
26,28,undirected,26
26,22,undirected,17
26,39,undirected,1
26,96,undirected,1
26,21,undirected,2
26,23,undirected,24
26,31,undirected,4
26,137,undirected,1
26,47,undirected,15
26,74,undirected,1
26,87,undirected,1
26,1,undirected,40
26,95,undirected,1
26,12,undirected,21
26,94,undirected,3
26,48,undirected,3
26,49,undirected,1
26,129,undirected,1
26,58,undirected,5
26,161,undirected,1
26,141,undirected,1
26,4,undirected,3
26,19,undirected,14
26,9,undirected,4
26,168,undirected,1
26,46,undirected,1
26,27,undirected,29
184,22,undirected,1
184,2,undirected,1
184,77,undirected,1
184,51,undirected,1
184,116,undirected,1
184,1,undirected,2
184,82,undirected,1
184,30,undirected,1
184,94,undirected,1
184,34,undirected,1
184,49,undirected,1
184,129,undirected,1
184,4,undirected,1
184,168,undirected,1
28,52,undirected,26
28,133,undirected,1
28,151,undirected,1
28,96,undirected,2
28,196,undirected,1
28,62,undirected,1
28,104,undirected,1
28,51,undirected,31
28,31,undirected,4
28,33,undirected,2
28,137,undirected,1
28,68,undirected,1
28,1,undirected,70
28,5,undirected,6
28,97,undirected,1
28,37,undirected,2
28,58,undirected,9
28,161,undirected,1
28,141,undirected,1
28,153,undirected,1
28,160,undirected,1
28,105,undirected,1
28,38,undirected,1
28,41,undirected,18
28,19,undirected,19
28,150,undirected,1
28,86,undirected,1
28,46,undirected,2
28,66,undirected,1
22,28,undirected,49
22,17,undirected,1
22,196,undirected,1
22,18,undirected,1
22,23,undirected,43
22,33,undirected,1
22,137,undirected,1
22,53,undirected,7
22,72,undirected,1
22,74,undirected,1
22,13,undirected,30
22,95,undirected,1
22,30,undirected,6
22,67,undirected,7
22,111,undirected,1
22,61,undirected,2
22,34,undirected,23
22,155,undirected,2
22,48,undirected,1
22,129,undirected,1
22,85,undirected,2
22,58,undirected,3
22,153,undirected,1
22,160,undirected,1
22,57,undirected,1
22,4,undirected,3
22,41,undirected,11
22,19,undirected,26
22,92,undirected,5
22,150,undirected,2
22,25,undirected,4
22,168,undirected,2
22,73,undirected,4
22,46,undirected,2
22,11,undirected,10
22,27,undirected,36
22,99,undirected,1
134,39,undirected,1
134,23,undirected,1
134,1,undirected,1
134,29,undirected,1
134,63,undirected,1
134,67,undirected,1
134,20,undirected,1
134,27,undirected,1
7,52,undirected,6
7,28,undirected,2
7,2,undirected,3
7,147,undirected,1
7,15,undirected,3
7,21,undirected,3
7,23,undirected,2
7,51,undirected,9
7,68,undirected,3
7,14,undirected,4
7,8,undirected,8
7,53,undirected,5
7,32,undirected,3
7,47,undirected,6
7,87,undirected,1
7,35,undirected,2
7,1,undirected,55
7,13,undirected,11
7,24,undirected,1
7,5,undirected,16
7,12,undirected,9
7,30,undirected,3
7,20,undirected,4
7,94,undirected,1
7,34,undirected,3
7,48,undirected,1
7,85,undirected,1
7,45,undirected,6
7,4,undirected,1
7,41,undirected,1
7,3,undirected,1
7,92,undirected,2
7,65,undirected,20
7,27,undirected,7
2,52,undirected,6
2,22,undirected,1
2,127,undirected,1
2,35,undirected,3
2,1,undirected,23
2,24,undirected,1
2,48,undirected,7
2,4,undirected,3
2,19,undirected,2
2,3,undirected,6
289,117,undirected,1
289,15,undirected,1
289,62,undirected,1
289,82,undirected,1
289,29,undirected,1
289,192,undirected,1
289,251,undirected,1
289,10,undirected,1
289,113,undirected,1
289,42,undirected,1
289,191,undirected,1
200,23,undirected,1
200,180,undirected,1
200,67,undirected,1
200,10,undirected,1
200,191,undirected,1
200,153,undirected,1
200,150,undirected,1
133,22,undirected,1
133,39,undirected,1
133,33,undirected,2
133,122,undirected,1
133,19,undirected,1
147,52,undirected,2
147,26,undirected,1
147,184,undirected,1
147,18,undirected,1
147,62,undirected,1
147,64,undirected,1
147,47,undirected,1
147,5,undirected,2
147,48,undirected,4
147,58,undirected,1
147,45,undirected,1
147,41,undirected,5
147,11,undirected,1
117,88,undirected,6
117,69,undirected,1
117,110,undirected,2
117,154,undirected,1
117,26,undirected,1
117,22,undirected,3
117,43,undirected,1
117,151,undirected,3
117,83,undirected,1
117,39,undirected,1
117,15,undirected,5
117,96,undirected,1
117,21,undirected,3
117,17,undirected,1
117,142,undirected,5
117,246,undirected,2
117,23,undirected,2
117,62,undirected,5
117,93,undirected,1
117,31,undirected,4
117,121,undirected,1
117,33,undirected,1
117,53,undirected,2
117,16,undirected,1
117,226,undirected,1
117,72,undirected,4
117,32,undirected,2
117,47,undirected,1
117,90,undirected,1
117,118,undirected,5
117,5,undirected,1
117,30,undirected,4
117,67,undirected,5
117,166,undirected,1
117,278,undirected,1
117,98,undirected,2
117,94,undirected,2
117,10,undirected,4
117,34,undirected,1
117,155,undirected,2
117,122,undirected,3
117,49,undirected,1
117,129,undirected,2
117,253,undirected,1
117,225,undirected,1
117,85,undirected,1
117,50,undirected,1
117,153,undirected,1
117,177,undirected,2
117,105,undirected,1
117,60,undirected,1
117,57,undirected,3
117,44,undirected,2
117,38,undirected,6
117,19,undirected,4
117,92,undirected,8
117,150,undirected,1
117,9,undirected,6
117,168,undirected,4
117,279,undirected,1
117,11,undirected,2
117,27,undirected,1
117,99,undirected,1
117,120,undirected,1
43,22,undirected,3
43,151,undirected,1
43,39,undirected,1
43,15,undirected,3
43,96,undirected,1
43,170,undirected,1
43,17,undirected,1
43,142,undirected,7
43,62,undirected,3
43,33,undirected,4
43,47,undirected,1
43,74,undirected,1
43,90,undirected,3
43,98,undirected,3
43,34,undirected,1
43,155,undirected,1
43,129,undirected,2
43,253,undirected,1
43,153,undirected,2
43,160,undirected,1
43,57,undirected,3
43,44,undirected,4
43,38,undirected,7
43,19,undirected,3
43,9,undirected,7
43,168,undirected,1
151,33,undirected,2
151,123,undirected,2
151,38,undirected,5
151,19,undirected,2
151,46,undirected,1
151,27,undirected,1
151,99,undirected,2
194,83,undirected,1
194,15,undirected,1
194,195,undirected,1
83,26,undirected,1
83,22,undirected,3
83,151,undirected,1
83,15,undirected,8
83,21,undirected,2
83,17,undirected,1
83,18,undirected,1
83,142,undirected,1
83,23,undirected,4
83,62,undirected,1
83,31,undirected,3
83,84,undirected,1
83,33,undirected,1
83,89,undirected,1
83,14,undirected,1
83,64,undirected,5
83,16,undirected,3
83,72,undirected,1
83,32,undirected,4
83,47,undirected,2
83,90,undirected,1
83,118,undirected,1
83,95,undirected,1
83,30,undirected,1
83,67,undirected,1
83,94,undirected,1
83,36,undirected,1
83,10,undirected,2
83,54,undirected,1
83,34,undirected,1
83,37,undirected,1
83,129,undirected,1
83,253,undirected,1
83,85,undirected,2
83,58,undirected,1
83,153,undirected,1
83,105,undirected,1
83,38,undirected,7
83,19,undirected,3
83,150,undirected,2
83,9,undirected,6
83,25,undirected,1
83,165,undirected,2
83,168,undirected,2
83,11,undirected,3
83,27,undirected,1
83,99,undirected,1
83,120,undirected,1
39,141,undirected,1
39,19,undirected,1
39,250,undirected,1
39,206,undirected,1
275,126,undirected,1
275,72,undirected,1
275,163,undirected,1
275,73,undirected,1
15,52,undirected,13
15,26,undirected,11
15,28,undirected,27
15,22,undirected,39
15,133,undirected,2
15,151,undirected,1
15,39,undirected,7
15,282,undirected,1
15,96,undirected,1
15,21,undirected,41
15,17,undirected,8
15,196,undirected,1
15,112,undirected,2
15,18,undirected,9
15,142,undirected,3
15,246,undirected,1
15,23,undirected,27
15,62,undirected,4
15,77,undirected,3
15,93,undirected,1
15,204,undirected,1
15,104,undirected,1
15,31,undirected,19
15,33,undirected,12
15,128,undirected,1
15,14,undirected,7
15,64,undirected,6
15,53,undirected,1
15,16,undirected,3
15,72,undirected,2
15,32,undirected,45
15,74,undirected,1
15,90,undirected,1
15,118,undirected,2
15,35,undirected,1
15,1,undirected,65
15,95,undirected,4
15,82,undirected,2
15,5,undirected,3
15,12,undirected,15
15,63,undirected,17
15,67,undirected,6
15,202,undirected,1
15,215,undirected,1
15,98,undirected,2
15,36,undirected,4
15,111,undirected,2
15,54,undirected,2
15,34,undirected,25
15,48,undirected,6
15,122,undirected,1
15,261,undirected,1
15,49,undirected,6
15,37,undirected,6
15,129,undirected,2
15,85,undirected,4
15,58,undirected,3
15,161,undirected,2
15,50,undirected,1
15,153,undirected,1
15,160,undirected,1
15,105,undirected,3
15,60,undirected,1
15,57,undirected,5
15,4,undirected,1
15,44,undirected,8
15,38,undirected,10
15,19,undirected,37
15,150,undirected,3
15,25,undirected,8
15,168,undirected,2
15,73,undirected,5
15,46,undirected,4
15,175,undirected,1
15,11,undirected,52
15,203,undirected,1
15,27,undirected,38
15,99,undirected,1
282,215,undirected,1
282,176,undirected,1
96,151,undirected,1
96,39,undirected,1
96,17,undirected,1
96,129,undirected,1
96,253,undirected,1
96,150,undirected,1
186,117,undirected,2
186,43,undirected,2
186,151,undirected,1
186,15,undirected,2
186,21,undirected,1
186,142,undirected,1
186,23,undirected,1
186,139,undirected,1
186,116,undirected,1
186,236,undirected,1
186,64,undirected,1
186,32,undirected,1
186,118,undirected,1
186,1,undirected,1
186,173,undirected,1
186,216,undirected,1
186,24,undirected,1
186,29,undirected,1
186,12,undirected,1
186,63,undirected,1
186,67,undirected,1
186,10,undirected,1
186,258,undirected,1
186,181,undirected,1
186,143,undirected,1
186,155,undirected,1
186,254,undirected,1
186,179,undirected,1
186,37,undirected,1
186,253,undirected,1
186,85,undirected,1
186,50,undirected,1
186,57,undirected,1
186,38,undirected,1
186,70,undirected,1
186,92,undirected,1
186,9,undirected,2
186,187,undirected,1
186,66,undirected,3
162,22,undirected,1
162,82,undirected,1
162,44,undirected,1
162,38,undirected,2
162,70,undirected,1
162,92,undirected,1
170,26,undirected,1
170,17,undirected,1
170,142,undirected,1
170,33,undirected,1
170,19,undirected,1
227,88,undirected,1
227,22,undirected,1
227,117,undirected,1
227,96,undirected,1
227,21,undirected,1
227,142,undirected,1
227,116,undirected,1
227,118,undirected,2
227,29,undirected,1
227,30,undirected,1
227,10,undirected,1
227,113,undirected,1
227,42,undirected,1
227,199,undirected,1
227,228,undirected,1
227,153,undirected,1
227,160,undirected,1
227,177,undirected,2
227,57,undirected,1
227,38,undirected,1
227,9,undirected,1
227,120,undirected,1
21,52,undirected,4
21,154,undirected,2
21,28,undirected,9
21,22,undirected,26
21,133,undirected,1
21,147,undirected,2
21,151,undirected,2
21,39,undirected,1
21,244,undirected,1
21,96,undirected,2
21,17,undirected,9
21,196,undirected,1
21,112,undirected,2
21,18,undirected,6
21,246,undirected,1
21,23,undirected,23
21,62,undirected,5
21,77,undirected,1
21,93,undirected,1
21,33,undirected,4
21,137,undirected,1
21,14,undirected,2
21,53,undirected,1
21,72,undirected,2
21,32,undirected,9
21,90,undirected,1
21,1,undirected,28
21,95,undirected,2
21,63,undirected,1
21,298,undirected,1
21,67,undirected,8
21,202,undirected,1
21,155,undirected,1
21,122,undirected,2
21,49,undirected,2
21,85,undirected,2
21,161,undirected,1
21,106,undirected,1
21,153,undirected,1
21,160,undirected,1
21,105,undirected,2
21,57,undirected,3
21,44,undirected,5
21,38,undirected,4
21,19,undirected,15
21,150,undirected,2
21,9,undirected,9
21,25,undirected,1
21,168,undirected,2
21,73,undirected,3
21,86,undirected,2
21,46,undirected,1
21,11,undirected,12
21,99,undirected,3
100,114,undirected,1
100,69,undirected,1
100,28,undirected,1
100,22,undirected,1
100,133,undirected,1
100,151,undirected,1
100,21,undirected,1
100,196,undirected,1
100,18,undirected,1
100,23,undirected,1
100,62,undirected,1
100,93,undirected,1
100,84,undirected,2
100,33,undirected,1
100,64,undirected,2
100,8,undirected,2
100,32,undirected,2
100,218,undirected,1
100,164,undirected,1
100,29,undirected,2
100,12,undirected,1
100,10,undirected,1
100,111,undirected,1
100,113,undirected,2
100,42,undirected,1
100,145,undirected,1
100,37,undirected,1
100,45,undirected,2
100,38,undirected,2
100,167,undirected,1
100,9,undirected,2
17,26,undirected,7
17,28,undirected,4
17,151,undirected,2
17,112,undirected,1
17,18,undirected,9
17,23,undirected,5
17,77,undirected,1
17,89,undirected,1
17,72,undirected,2
17,1,undirected,14
17,202,undirected,1
17,98,undirected,1
17,245,undirected,1
17,19,undirected,17
17,46,undirected,1
201,51,undirected,1
201,67,undirected,1
201,94,undirected,1
201,113,undirected,1
309,116,undirected,1
309,310,undirected,1
309,82,undirected,1
309,54,undirected,1
196,151,undirected,1
196,17,undirected,1
196,33,undirected,1
196,106,undirected,1
196,19,undirected,2
196,175,undirected,1
248,83,undirected,1
248,196,undirected,1
248,183,undirected,1
248,64,undirected,1
248,90,undirected,1
248,169,undirected,2
248,20,undirected,1
248,223,undirected,1
248,113,undirected,2
248,219,undirected,1
248,50,undirected,1
248,70,undirected,1
238,154,undirected,1
238,142,undirected,6
238,62,undirected,1
238,90,undirected,1
238,1,undirected,1
238,311,undirected,1
238,153,undirected,1
238,206,undirected,1
112,22,undirected,1
112,1,undirected,1
112,95,undirected,1
112,105,undirected,1
112,99,undirected,1
264,26,undirected,1
264,21,undirected,1
264,116,undirected,3
264,64,undirected,1
264,32,undirected,1
264,95,undirected,1
264,10,undirected,1
264,113,undirected,1
264,9,undirected,1
264,168,undirected,1
263,125,undirected,1
263,186,undirected,1
263,246,undirected,1
263,23,undirected,1
263,62,undirected,1
263,118,undirected,1
263,216,undirected,1
263,29,undirected,1
263,174,undirected,1
263,224,undirected,1
263,258,undirected,1
263,143,undirected,1
263,223,undirected,1
263,42,undirected,1
263,57,undirected,1
263,92,undirected,1
263,171,undirected,3
263,9,undirected,1
263,301,undirected,1
292,289,undirected,1
292,117,undirected,1
292,151,undirected,1
292,186,undirected,1
292,263,undirected,2
292,229,undirected,1
292,62,undirected,1
292,32,undirected,1
292,118,undirected,1
292,230,undirected,1
292,210,undirected,1
292,29,undirected,1
292,258,undirected,1
292,37,undirected,1
292,191,undirected,1
292,171,undirected,2
292,159,undirected,1
292,301,undirected,1
183,154,undirected,1
183,117,undirected,3
183,83,undirected,1
183,15,undirected,1
183,282,undirected,1
183,21,undirected,3
183,17,undirected,1
183,62,undirected,1
183,31,undirected,1
183,121,undirected,1
183,116,undirected,3
183,236,undirected,1
183,242,undirected,2
183,64,undirected,1
183,123,undirected,1
183,72,undirected,1
183,32,undirected,1
183,305,undirected,1
183,271,undirected,1
183,118,undirected,3
183,1,undirected,1
183,95,undirected,1
183,82,undirected,1
183,29,undirected,1
183,12,undirected,1
183,144,undirected,1
183,63,undirected,1
183,30,undirected,2
183,67,undirected,2
183,20,undirected,1
183,10,undirected,1
183,143,undirected,1
183,71,undirected,1
183,199,undirected,1
183,122,undirected,1
183,37,undirected,1
183,189,undirected,1
183,176,undirected,1
183,85,undirected,1
183,58,undirected,1
183,50,undirected,1
183,211,undirected,1
183,153,undirected,1
183,60,undirected,1
183,232,undirected,1
183,57,undirected,1
183,92,undirected,2
183,171,undirected,2
183,167,undirected,1
183,250,undirected,1
183,150,undirected,1
183,9,undirected,2
183,175,undirected,1
183,66,undirected,1
183,247,undirected,1
183,159,undirected,1
183,120,undirected,1
302,83,undirected,1
302,142,undirected,1
302,97,undirected,1
302,153,undirected,1
18,133,undirected,1
18,39,undirected,1
18,33,undirected,1
18,1,undirected,3
18,67,undirected,4
18,129,undirected,1
18,57,undirected,1
18,19,undirected,11
18,73,undirected,3
229,151,undirected,1
229,83,undirected,1
229,15,undirected,1
229,21,undirected,1
229,62,undirected,1
229,31,undirected,1
229,182,undirected,1
229,128,undirected,1
229,16,undirected,1
229,123,undirected,1
229,32,undirected,1
229,1,undirected,1
229,124,undirected,1
229,143,undirected,2
229,129,undirected,1
229,44,undirected,1
229,38,undirected,1
229,92,undirected,1
229,9,undirected,3
229,168,undirected,1
229,120,undirected,1
142,154,undirected,3
142,26,undirected,1
142,151,undirected,1
142,39,undirected,3
142,96,undirected,1
142,21,undirected,1
142,17,undirected,3
142,196,undirected,1
142,236,undirected,1
142,33,undirected,1
142,72,undirected,3
142,74,undirected,2
142,311,undirected,1
142,67,undirected,1
142,98,undirected,1
142,122,undirected,1
142,37,undirected,1
142,129,undirected,2
142,225,undirected,1
142,106,undirected,1
142,153,undirected,8
142,38,undirected,3
142,19,undirected,2
142,168,undirected,2
142,206,undirected,2
103,25,undirected,1
246,72,undirected,1
239,151,undirected,1
239,121,undirected,1
239,236,undirected,1
239,118,undirected,2
239,214,undirected,1
239,122,undirected,1
239,38,undirected,1
56,88,undirected,4
56,117,undirected,1
56,43,undirected,2
56,83,undirected,1
56,196,undirected,1
56,238,undirected,1
56,142,undirected,1
56,62,undirected,1
56,33,undirected,2
56,64,undirected,1
56,74,undirected,1
56,208,undirected,1
56,90,undirected,1
56,118,undirected,3
56,1,undirected,2
56,13,undirected,1
56,5,undirected,1
56,29,undirected,2
56,20,undirected,1
56,98,undirected,1
56,94,undirected,1
56,36,undirected,1
56,10,undirected,5
56,223,undirected,1
56,34,undirected,1
56,155,undirected,3
56,148,undirected,1
56,214,undirected,2
56,129,undirected,1
56,176,undirected,1
56,85,undirected,1
56,50,undirected,1
56,153,undirected,1
56,160,undirected,1
56,177,undirected,1
56,57,undirected,2
56,44,undirected,1
56,19,undirected,1
56,92,undirected,5
56,27,undirected,1
205,21,undirected,1
205,31,undirected,1
205,64,undirected,1
205,42,undirected,1
23,28,undirected,25
23,133,undirected,1
23,43,undirected,2
23,112,undirected,1
23,18,undirected,1
23,142,undirected,1
23,51,undirected,2
23,31,undirected,3
23,33,undirected,8
23,137,undirected,1
23,72,undirected,1
23,74,undirected,1
23,1,undirected,33
23,166,undirected,1
23,10,undirected,12
23,54,undirected,2
23,61,undirected,1
23,48,undirected,3
23,37,undirected,2
23,45,undirected,1
23,105,undirected,1
23,60,undirected,2
23,57,undirected,1
23,4,undirected,1
23,44,undirected,2
23,38,undirected,3
23,19,undirected,18
23,150,undirected,1
23,168,undirected,1
23,46,undirected,1
23,11,undirected,3
158,96,undirected,1
158,33,undirected,1
158,153,undirected,1
62,154,undirected,1
62,22,undirected,3
62,7,undirected,2
62,151,undirected,3
62,39,undirected,3
62,96,undirected,1
62,170,undirected,1
62,17,undirected,6
62,196,undirected,1
62,142,undirected,2
62,23,undirected,1
62,77,undirected,1
62,93,undirected,1
62,236,undirected,1
62,33,undirected,7
62,128,undirected,1
62,72,undirected,2
62,74,undirected,2
62,90,undirected,2
62,1,undirected,15
62,67,undirected,1
62,202,undirected,1
62,98,undirected,1
62,61,undirected,1
62,129,undirected,2
62,253,undirected,1
62,85,undirected,1
62,50,undirected,1
62,160,undirected,2
62,105,undirected,3
62,268,undirected,1
62,57,undirected,5
62,44,undirected,6
62,38,undirected,12
62,19,undirected,6
62,150,undirected,3
62,168,undirected,7
62,73,undirected,2
62,175,undirected,1
62,11,undirected,2
77,22,undirected,1
77,133,undirected,1
77,151,undirected,1
77,196,undirected,1
77,112,undirected,1
77,23,undirected,1
77,33,undirected,2
77,128,undirected,1
77,74,undirected,1
77,129,undirected,3
77,38,undirected,1
77,19,undirected,2
77,150,undirected,1
77,168,undirected,1
77,11,undirected,1
93,22,undirected,2
93,151,undirected,1
93,39,undirected,1
93,33,undirected,1
93,128,undirected,1
93,19,undirected,1
93,286,undirected,1
104,22,undirected,1
104,204,undirected,1
104,32,undirected,1
104,111,undirected,1
104,61,undirected,1
188,110,undirected,1
188,117,undirected,1
188,238,undirected,1
188,142,undirected,1
188,23,undirected,1
188,62,undirected,1
188,121,undirected,1
188,33,undirected,1
188,82,undirected,1
188,311,undirected,1
188,29,undirected,1
188,30,undirected,1
188,67,undirected,1
188,202,undirected,1
188,149,undirected,1
188,34,undirected,1
188,42,undirected,2
188,60,undirected,2
188,38,undirected,1
188,167,undirected,1
188,9,undirected,1
188,168,undirected,1
188,66,undirected,1
197,114,undirected,1
197,88,undirected,1
197,63,undirected,1
197,198,undirected,1
197,45,undirected,1
197,57,undirected,1
197,38,undirected,1
51,52,undirected,41
51,26,undirected,6
51,22,undirected,39
51,43,undirected,2
51,39,undirected,1
51,15,undirected,9
51,17,undirected,1
51,62,undirected,1
51,68,undirected,3
51,53,undirected,10
51,32,undirected,2
51,35,undirected,2
51,95,undirected,1
51,5,undirected,3
51,67,undirected,1
51,202,undirected,1
51,34,undirected,3
51,129,undirected,1
51,85,undirected,2
51,45,undirected,9
51,4,undirected,1
51,44,undirected,1
51,38,undirected,1
51,19,undirected,2
51,9,undirected,1
51,25,undirected,7
51,46,undirected,1
300,142,undirected,1
300,259,undirected,1
300,10,undirected,1
300,71,undirected,1
300,191,undirected,2
300,153,undirected,2
300,177,undirected,1
300,78,undirected,1
300,171,undirected,1
300,120,undirected,1
249,52,undirected,1
249,83,undirected,1
249,15,undirected,2
249,139,undirected,1
249,81,undirected,1
249,98,undirected,1
249,38,undirected,1
249,9,undirected,1
266,117,undirected,2
266,39,undirected,1
266,142,undirected,1
266,72,undirected,1
266,118,undirected,1
266,155,undirected,2
266,177,undirected,2
266,57,undirected,2
266,250,undirected,1
266,206,undirected,1
31,52,undirected,3
31,22,undirected,5
31,151,undirected,2
31,39,undirected,1
31,21,undirected,9
31,18,undirected,2
31,142,undirected,1
31,62,undirected,1
31,33,undirected,1
31,14,undirected,2
31,64,undirected,2
31,53,undirected,1
31,32,undirected,10
31,47,undirected,6
31,74,undirected,1
31,87,undirected,3
31,1,undirected,9
31,5,undirected,3
31,63,undirected,1
31,67,undirected,4
31,10,undirected,6
31,71,undirected,1
31,48,undirected,1
31,122,undirected,2
31,37,undirected,1
31,85,undirected,1
31,153,undirected,1
31,57,undirected,1
31,4,undirected,1
31,44,undirected,2
31,38,undirected,1
31,19,undirected,16
31,9,undirected,5
31,168,undirected,1
31,46,undirected,1
127,142,undirected,1
127,118,undirected,1
127,5,undirected,1
127,20,undirected,1
127,177,undirected,1
121,21,undirected,1
121,17,undirected,1
121,31,undirected,1
121,236,undirected,2
121,33,undirected,1
121,16,undirected,1
121,72,undirected,1
121,32,undirected,1
121,271,undirected,1
121,5,undirected,1
121,98,undirected,1
121,155,undirected,1
121,122,undirected,4
121,153,undirected,1
121,57,undirected,2
121,44,undirected,1
121,288,undirected,1
121,237,undirected,1
121,9,undirected,1
121,159,undirected,1
59,109,undirected,1
59,110,undirected,1
59,43,undirected,1
59,83,undirected,1
59,15,undirected,5
59,21,undirected,1
59,23,undirected,1
59,93,undirected,1
59,51,undirected,1
59,116,undirected,2
59,68,undirected,1
59,64,undirected,1
59,8,undirected,5
59,108,undirected,1
59,32,undirected,3
59,47,undirected,2
59,1,undirected,7
59,13,undirected,2
59,5,undirected,2
59,29,undirected,4
59,81,undirected,6
59,163,undirected,1
59,12,undirected,8
59,40,undirected,2
59,63,undirected,2
59,30,undirected,1
59,67,undirected,1
59,20,undirected,5
59,217,undirected,1
59,252,undirected,1
59,166,undirected,1
59,98,undirected,1
59,54,undirected,1
59,34,undirected,2
59,42,undirected,1
59,148,undirected,2
59,145,undirected,3
59,253,undirected,1
59,58,undirected,1
59,45,undirected,2
59,105,undirected,1
59,4,undirected,1
59,92,undirected,1
59,150,undirected,1
59,9,undirected,1
59,66,undirected,1
59,27,undirected,4
59,99,undirected,1
84,22,undirected,2
84,151,undirected,1
84,15,undirected,1
84,17,undirected,1
84,23,undirected,2
84,77,undirected,1
84,93,undirected,1
84,152,undirected,1
84,32,undirected,2
84,87,undirected,1
84,29,undirected,3
84,12,undirected,2
84,63,undirected,1
84,67,undirected,1
84,10,undirected,2
84,71,undirected,1
84,85,undirected,3
84,45,undirected,1
84,57,undirected,1
84,38,undirected,2
84,19,undirected,1
84,167,undirected,2
84,9,undirected,1
84,11,undirected,1
84,27,undirected,1
285,117,undirected,1
285,62,undirected,1
285,116,undirected,1
285,240,undirected,1
285,82,undirected,1
285,9,undirected,1
285,168,undirected,1
139,28,undirected,1
139,22,undirected,1
139,151,undirected,2
139,83,undirected,1
139,15,undirected,2
139,96,undirected,2
139,17,undirected,2
139,18,undirected,1
139,142,undirected,4
139,246,undirected,1
139,62,undirected,3
139,188,undirected,1
139,51,undirected,1
139,31,undirected,1
139,116,undirected,2
139,33,undirected,1
139,14,undirected,1
139,72,undirected,1
